cds	set	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN36822_c0_g1_i1:150-1586(-)	1	A0A2V1BFA7	Fungi	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN3699_c0_g1_i1:2-529(-)	2	A0A3L6TC14	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN3699_c0_g1_i1:2-529(-)	2	A0A3L6TC14	Viridiplantae	GO:0046470	phosphatidylcholine metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN37691_c0_g1_i1:1-459(+)	2	B8LLF3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN37691_c0_g2_i1:1-459(+)	1	B8LLF3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN38366_c0_g1_i1:566-1750(-)	4	G8CPZ1	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN3923_c0_g1_i1:1-450(-)	3	D5AD06	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN42028_c0_g1_i1:38-448(+)	6	T1PZ39	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN42028_c0_g1_i1:38-448(+)	6	T1PZ39	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN42204_c0_g1_i1:330-719(+)	8	A9NMX0	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN4241_c0_g1_i1:3-329(+)	4	A0A0D6QZB2	Viridiplantae	GO:0006952	defense response
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN4241_c0_g1_i1:3-329(+)	4	A0A0D6QZB2	Viridiplantae	GO:0009607	response to biotic stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN4413_c0_g2_i1:231-644(-)	2	A9NK69	Viridiplantae	GO:0006633	fatty acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45063_c0_g1_i1:3-317(-)	3	A9NKB1	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45367_c0_g1_i1:2-1240(-)	1	A0A3S3MHT8	Viridiplantae	GO:0015031	protein transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45634_c0_g1_i1:1-681(+)	4	A9NVX8	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45835_c0_g1_i1:364-1257(-)	4	D5ACR2	Viridiplantae	GO:0007049	cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45835_c0_g1_i1:364-1257(-)	4	D5ACR2	Viridiplantae	GO:0006974	cellular response to DNA damage stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45835_c0_g1_i1:364-1257(-)	4	D5ACR2	Viridiplantae	GO:0000076	DNA replication checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45835_c0_g1_i1:364-1257(-)	4	D5ACR2	Viridiplantae	GO:0048478	replication fork protection
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN45849_c0_g1_i1:384-1517(+)	4	A0A151QPZ2	Viridiplantae	GO:0045893	positive regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN46254_c0_g1_i1:205-816(-)	3	A0A0D1ZBJ9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN47841_c0_g1_i1:2-373(+)	8	A9NNP1	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN47841_c0_g1_i1:2-373(+)	8	A9NNP1	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN47951_c0_g1_i1:407-2101(-)	3	A0A0D6QUG9	Viridiplantae	GO:0009231	riboflavin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN48204_c0_g1_i1:2-385(+)	4	A9NVZ8	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN48380_c0_g2_i1:1-633(-)	1	A0A2I7NAD2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN48412_c0_g1_i1:2-577(-)	3	A9NZD0	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49203_c0_g1_i1:142-795(+)	3	A0A0D2A4P1	Fungi	GO:0019521	D-gluconate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49203_c0_g1_i1:142-795(+)	3	A0A0D2A4P1	Fungi	GO:0006098	pentose-phosphate shunt
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49376_c0_g2_i1:2-304(+)	3	D5A9C9	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49376_c0_g2_i1:2-304(+)	3	D5A9C9	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49690_c0_g1_i1:206-2317(+)	2	A0A0D6R0W8	Viridiplantae	GO:0006891	intra-Golgi vesicle-mediated transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49690_c0_g1_i1:206-2317(+)	2	A0A0D6R0W8	Viridiplantae	GO:0015031	protein transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN49748_c0_g3_i1:332-781(-)	4	A9NKC4	Viridiplantae	GO:0080143	regulation of amino acid export
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN50310_c0_g1_i1:3-476(-)	4	A0A251PQ36	Viridiplantae	GO:0070588	calcium ion transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN50310_c0_g1_i1:3-476(-)	4	A0A251PQ36	Viridiplantae	GO:0006874	cellular calcium ion homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN50594_c0_g2_i1:391-1578(+)	5	A0A0D1W8S4	Fungi	GO:0051984	positive regulation of chromosome segregation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN50594_c0_g2_i1:391-1578(+)	5	A0A0D1W8S4	Fungi	GO:1905342	positive regulation of protein localization to kinetochore
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN50594_c0_g2_i1:391-1578(+)	5	A0A0D1W8S4	Fungi	GO:0033047	regulation of mitotic sister chromatid segregation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN51013_c0_g1_i1:441-1526(+)	4	B8LQ27	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN51186_c0_g1_i1:1-528(-)	3	A9NPE2	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN51253_c0_g1_i1:105-1493(+)	3	A9NYG7	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN51253_c0_g1_i1:105-1493(+)	3	A9NYG7	Viridiplantae	GO:0019344	cysteine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN51253_c0_g1_i1:105-1493(+)	3	A9NYG7	Viridiplantae	GO:0019419	sulfate reduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN51803_c0_g1_i1:123-635(+)	4	D5ABC5	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN52085_c0_g3_i1:326-907(-)	2	A9NPM4	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN52138_c0_g1_i1:164-604(-)	4	A0A0D6QWP4	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN52303_c0_g1_i1:137-1006(-)	4	A0A0D6R783	Viridiplantae	GO:0045492	xylan biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN53151_c2_g1_i2:72-554(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN53151_c2_g1_i3:1-507(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN53398_c0_g1_i1:357-824(-)	3	A0A0D2CYL9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN54263_c0_g1_i1:255-1799(-)	4	D5ACM5	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN54636_c0_g1_i1:1-540(+)	4	A9NTW6	Viridiplantae	GO:0006952	defense response
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN55005_c0_g2_i1:1-342(+)	2	A9NLI7	Viridiplantae	GO:0009231	riboflavin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN55108_c0_g1_i1:270-968(+)	4	A0A0K0M7B0	Viridiplantae	GO:0045944	positive regulation of transcription by RNA polymerase II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN55376_c1_g1_i1:98-1096(-)	3	A0A0G2E3A2	Fungi	GO:0006002	fructose 6-phosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN55394_c0_g1_i1:2-616(+)	2	A9NUR2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN57071_c0_g1_i1:317-1678(+)	3	A0A0C9RQV4	Viridiplantae	GO:0006486	protein glycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN57168_c0_g1_i1:19-345(-)	1	A0A1W0WM20	Tardigrada	GO:0007017	microtubule-based process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN57190_c0_g1_i2:497-1549(-)	2	A0A438GYM4	Viridiplantae	GO:0006284	base-excision repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN57190_c0_g1_i2:497-1549(-)	2	A0A438GYM4	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN57190_c0_g1_i2:497-1549(-)	2	A0A438GYM4	Viridiplantae	GO:0043137	DNA replication, removal of RNA primer
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58066_c0_g1_i1:3-311(-)	8	A0A067KP63	Viridiplantae	GO:0006952	defense response
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58066_c0_g1_i1:3-311(-)	8	A0A067KP63	Viridiplantae	GO:0009607	response to biotic stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58212_c0_g1_i1:215-1243(-)	4	A9NT20	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58212_c0_g1_i1:215-1243(-)	4	A9NT20	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58212_c0_g1_i1:215-1243(-)	4	A9NT20	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58864_c0_g1_i1:375-1439(-)	3	E5KBU3	Viridiplantae	GO:0009072	aromatic amino acid family metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN58966_c0_g2_i1:3-479(-)	7	A0EJ89	Viridiplantae	GO:0006536	glutamate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN59103_c0_g1_i1:1-387(-)	4	A0A0D6QYX2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN59103_c0_g1_i1:1-387(-)	4	A0A0D6QYX2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN59156_c0_g2_i1:282-1178(-)	4	A9P2B7	Viridiplantae	GO:0007143	female meiotic nuclear division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN59156_c0_g2_i1:282-1178(-)	4	A9P2B7	Viridiplantae	GO:0007140	male meiotic nuclear division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN59243_c0_g1_i1:2-298(-)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN59516_c0_g1_i1:1-549(+)	3	A0A0D2D922	Fungi	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN60307_c0_g1_i1:1-618(+)	4	B8LP10	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN61415_c0_g1_i1:331-1722(-)	3	B8LK67	Viridiplantae	GO:0006559	L-phenylalanine catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN61415_c0_g1_i1:331-1722(-)	3	B8LK67	Viridiplantae	GO:0006570	tyrosine metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN62118_c0_g1_i1:522-3707(+)	4	A0A1U7ZHT9	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN62729_c0_g2_i1:1-2583(+)	1	W1PF87	Viridiplantae	GO:0042138	meiotic DNA double-strand break formation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN63397_c0_g1_i1:256-915(-)	8	A9NW42	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN63470_c0_g1_i1:228-785(-)	3	A0A4Z1P187	Fungi	GO:0046177	D-gluconate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN63903_c0_g1_i1:571-1494(-)	2	A9P0R9	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN63903_c0_g1_i2:366-1070(-)	2	A9P0R9	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN63903_c1_g1_i1:201-860(+)	2	A9P0R9	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN64724_c0_g1_i1:37-1566(+)	4	A0A4U5QMW9	Viridiplantae	GO:0006520	cellular amino acid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65426_c0_g1_i1:372-1322(-)	3	A0A0G7ZNV9	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65568_c0_g1_i1:1-474(+)	3	A0A3M0VZ64	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65731_c0_g1_i1:260-1261(+)	4	A9P1P7	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN65789_c0_g1_i1:1-942(-)	3	A9P0R9	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN66698_c0_g1_i2:71-427(+)	1	B8LK55	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67683_c0_g1_i1:1-432(-)	3	Q5W5I2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67683_c0_g1_i1:1-432(-)	3	Q5W5I2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67713_c0_g1_i1:379-804(-)	1	A9NMV1	Viridiplantae	GO:0009052	pentose-phosphate shunt, non-oxidative branch
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67713_c0_g2_i1:379-804(-)	2	C0PR07	Viridiplantae	GO:0009052	pentose-phosphate shunt, non-oxidative branch
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN67797_c0_g1_i1:287-1396(+)	1	C0PQN3	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68109_c0_g1_i1:2-613(+)	4	D8RK10	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68622_c0_g2_i1:229-1389(+)	2	A0A0C9QVH3	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN68958_c0_g1_i5:3-341(+)	4	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69420_c0_g2_i1:372-2267(-)	4	D7U1J5	Viridiplantae	GO:0008610	lipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN69581_c0_g1_i1:111-632(-)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70007_c0_g1_i1:138-758(-)	3	A0A1Q3EAI9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70695_c0_g1_i1:461-2188(+)	4	A0A2R6Q5T8	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN70992_c0_g1_i1:218-601(-)	4	B8LRP3	Viridiplantae	GO:0006869	lipid transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71024_c1_g5_i1:1-300(-)	2	B8LNC7	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71024_c1_g5_i1:1-300(-)	2	B8LNC7	Viridiplantae	GO:0006073	cellular glucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71461_c0_g2_i1:1-408(+)	2	A0A0K9Q1D9	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71461_c0_g2_i1:1-408(+)	2	A0A0K9Q1D9	Viridiplantae	GO:0046470	phosphatidylcholine metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71502_c0_g2_i1:2-1096(+)	2	A0A2V0PC22	Viridiplantae	GO:0006006	glucose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN71643_c1_g1_i1:1-1497(+)	5	A0A0D1XID2	Fungi	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72041_c0_g1_i1:857-2383(-)	8	B8LPX8	Viridiplantae	GO:1904668	positive regulation of ubiquitin protein ligase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72041_c0_g2_i1:857-2383(-)	4	B8LPX8	Viridiplantae	GO:1904668	positive regulation of ubiquitin protein ligase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g1_i1:91-2514(+)	4	W1P0N2	Viridiplantae	GO:0006271	DNA strand elongation involved in DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g1_i1:91-2514(+)	4	W1P0N2	Viridiplantae	GO:0000727	double-strand break repair via break-induced replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g1_i1:91-2514(+)	4	W1P0N2	Viridiplantae	GO:1902975	mitotic DNA replication initiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g1_i1:91-2514(+)	4	W1P0N2	Viridiplantae	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g2_i1:91-2511(+)	4	W1P0N2	Viridiplantae	GO:0006271	DNA strand elongation involved in DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g2_i1:91-2511(+)	4	W1P0N2	Viridiplantae	GO:0000727	double-strand break repair via break-induced replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g2_i1:91-2511(+)	4	W1P0N2	Viridiplantae	GO:1902975	mitotic DNA replication initiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72221_c0_g2_i1:91-2511(+)	4	W1P0N2	Viridiplantae	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72813_c0_g2_i1:2-1525(+)	3	A0A0D2GUV6	Fungi	GO:0001678	cellular glucose homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72813_c0_g2_i1:2-1525(+)	3	A0A0D2GUV6	Fungi	GO:0006002	fructose 6-phosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72813_c0_g2_i1:2-1525(+)	3	A0A0D2GUV6	Fungi	GO:0019660	glycolytic fermentation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72813_c0_g2_i1:2-1525(+)	3	A0A0D2GUV6	Fungi	GO:0006096	glycolytic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72813_c0_g2_i1:2-1525(+)	3	A0A0D2GUV6	Fungi	GO:0006013	mannose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN72826_c0_g2_i1:3-299(-)	1	C0PST4	Viridiplantae	GO:0006796	phosphate-containing compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN73123_c0_g1_i1:100-3222(+)	4	U5D2U6	Viridiplantae	GO:0045128	negative regulation of reciprocal meiotic recombination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN73533_c0_g2_i1:151-1104(+)	3	H6C5Y5	Fungi	GO:0019310	inositol catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN73770_c0_g2_i1:3-494(-)	2	D5ADY4	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN73793_c0_g1_i1:274-1260(+)	4	A0A2H5QIR7	Viridiplantae	GO:0009263	deoxyribonucleotide biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN74002_c0_g1_i1:2-1945(+)	1	A0A3Q9D0J9	Viridiplantae	GO:0120029	proton export across plasma membrane
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN74339_c0_g1_i1:3-1181(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN74564_c0_g1_i1:25-510(+)	3	F4RWS3	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN74670_c0_g1_i1:1-351(-)	4	A9NWK6	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN74807_c0_g1_i1:412-2034(-)	4	A0A0K0M787	Viridiplantae	GO:0009690	cytokinin metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN74824_c0_g1_i1:1-396(+)	3	A0A0J0XVF2	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN75405_c0_g2_i1:1-1167(+)	8	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN75903_c0_g1_i1:128-502(-)	4	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76055_c0_g1_i1:2-1792(-)	1	W1P6H9	Viridiplantae	GO:0046713	borate transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76105_c0_g1_i1:3-2636(+)	4	A0A1U8A3C6	Viridiplantae	GO:0006270	DNA replication initiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76165_c0_g1_i1:2-307(+)	4	A0EJ89	Viridiplantae	GO:0006536	glutamate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76198_c0_g1_i2:1007-2557(-)	4	B8LKF9	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76198_c0_g1_i2:1007-2557(-)	4	B8LKF9	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76295_c0_g1_i1:438-3161(-)	4	A0A0K0M6Y7	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76807_c0_g1_i1:3-1349(+)	1	A0A3D8QHY8	Fungi	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76821_c0_g2_i1:1-525(+)	1	C0PSJ3	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76830_c0_g1_i1:321-2369(-)	4	W1PP82	Viridiplantae	GO:0006421	asparaginyl-tRNA aminoacylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76834_c0_g1_i1:98-1144(+)	3	A0A0D1WQ63	Fungi	GO:0006166	purine ribonucleoside salvage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN76842_c0_g1_i1:3-467(-)	3	D5AD06	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN7685_c0_g2_i1:104-1711(+)	4	Q9M4W7	Viridiplantae	GO:0005978	glycogen biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN7685_c0_g2_i1:104-1711(+)	4	Q9M4W7	Viridiplantae	GO:0019252	starch biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN77019_c0_g2_i1:161-607(-)	3	K5VB50	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN77052_c0_g1_i1:2-325(+)	4	B8LQ89	Viridiplantae	GO:0043622	cortical microtubule organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN77053_c0_g1_i2:470-1492(-)	4	A0A067GAV3	Viridiplantae	GO:0009073	aromatic amino acid family biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN77053_c0_g1_i4:470-1726(-)	4	A0A1U7YWQ7	Viridiplantae	GO:0009073	aromatic amino acid family biosynthetic process
